"full_id","num_season","year_2season","num_inactive","start_month_mode_seasonPrim","end_month_mode_seasonPrim","peak_month_mode_seasonPrim","dur_day_mean_seasonPrim","dur_day_median_seasonPrim","amp_mean_seasonPrim","start_month_mode_seasonSec","end_month_mode_seasonSec","peak_month_mode_seasonSec","dur_day_mean_seasonSec","dur_day_median_seasonSec","amp_mean_seasonSec","perc_max","osm_id","rcf_superficie","comm_fkt"
"w668188121",5,0,0,1,6,7,399.75,390.5,25.735772217516,NA,NA,NA,NA,NA,NA,81.3610166367773,668188121,2465.76,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w668188124",6,1,1,12,8,5,369.666666666667,321,9.68256328904314,12,6,3,181,181,5.02158278835905,65.9716301111424,668188124,2253.415,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w668188127",5,0,0,4,6,10,380.5,374.5,23.2686022979897,NA,NA,NA,NA,NA,NA,72.2239719553834,668188127,8971.811,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w668188130",7,0,1,4,4,10,327.8,287,21.9474184237276,NA,NA,NA,NA,NA,NA,98.3511786719169,668188130,2822.715,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w668189944",8,2,1,3,2,8,230.5,223.5,6.9010682537798,2,3,6,292.5,292.5,3.35990981257149,54.2189120568382,668189944,2597.934,"AMBOHIMIERA_AMBOHIMILANJA"
"w668191952",4,0,0,6,6,1,452.25,384.5,8.41432061215122,NA,NA,NA,NA,NA,NA,49.718074590232,668191952,12940.555,"TSARATANANA_AMBODIMANGA OUEST"
"w668191953",7,0,1,6,6,10,344.8,348,13.2723124258829,NA,NA,NA,NA,NA,NA,51.4813372137933,668191953,8402.406,"TSARATANANA_AMBODIMANGA OUEST"
"w668191961",10,4,0,5,2,9,244,203,22.6512742878099,2,5,5,161.75,156.5,15.9949718388158,77.2877798492281,668191961,10514.158,"TSARATANANA_AMBODIMANGA OUEST"
"w668191962",8,0,2,5,5,9,326.8,335,10.612003915776,NA,NA,NA,NA,NA,NA,43.5473919197593,668191962,8589.41,"TSARATANANA_AMBODIMANGA OUEST"
"w668191964",6,0,1,12,4,1,398,408,20.5114962725393,NA,NA,NA,NA,NA,NA,55.6188658979025,668191964,8224.629,"TSARATANANA_AMBODIMANGA OUEST"
"w668192340",4,0,0,6,6,3,372,374,24.5512062469505,NA,NA,NA,NA,NA,NA,88.9524800276084,668192340,5741.726,"TSARATANANA_AMBODIMANGA OUEST"
"w668193657",8,2,1,5,7,10,281.8,272,21.8228888491333,1,6,4,160,160,17.9085948792014,61.0891028471765,668193657,12300.853,"TSARATANANA_AMBODIMANGA OUEST"
"w668193666",7,1,2,6,12,7,333.25,373,12.0099742473757,12,6,3,168,168,6.43807300015756,51.6513086264214,668193666,3470.999,"TSARATANANA_AMBODIMANGA OUEST"
"w668194735",7,0,1,5,5,9,354.4,371,19.8364959239633,NA,NA,NA,NA,NA,NA,61.8229898384387,668194735,23826.752,"TSARATANANA_AMBODIMANGA OUEST"
"w668194744",6,0,2,5,5,10,356,348,27.1795578669633,NA,NA,NA,NA,NA,NA,91.7903426095925,668194744,2324.953,"TSARATANANA_AMBODIMANGA OUEST"
"w668194762",6,0,0,5,5,9,354.4,363,17.9825119242717,NA,NA,NA,NA,NA,NA,51.9289319184877,668194762,12708.619,"TSARATANANA_AMBODIMANGA OUEST"
"w668194783",7,1,2,3,12,9,319,334,19.491507920974,12,8,3,230,230,9.6681522712648,77.6737846962598,668194783,2814.972,"TSARATANANA_AMBODIMANGA OUEST"
"w668196870",5,0,0,5,5,10,366.75,360,33.6453787286446,NA,NA,NA,NA,NA,NA,75.8363557426213,668196870,29027.711,"TSARATANANA_TSARATANANA"
"w668196871",6,0,1,5,7,4,323,314.5,21.6705834863993,NA,NA,NA,NA,NA,NA,54.7045241554731,668196871,26251.856,"TSARATANANA_TSARATANANA"
"w668196874",5,0,0,5,5,1,426,335,19.9371394905426,NA,NA,NA,NA,NA,NA,78.740183855871,668196874,6837.402,"TSARATANANA_TSARATANANA"
"w668196875",5,0,0,5,5,1,366.5,359,23.2746157415249,NA,NA,NA,NA,NA,NA,104.539198616684,668196875,3414.839,"TSARATANANA_TSARATANANA"
